,pitch,velocity,start,end,duration,velocity_quantized,start_quantized,end_quantized
62,49,69,5.8159090909090905,5.863636363636363,0.04772727272727284,70,5.800000000000001,5.8500000000000005
63,67,72,5.8159090909090905,5.922727272727273,0.10681818181818237,70,5.800000000000001,5.9
64,64,65,5.949999999999999,6.040909090909091,0.09090909090909172,65,5.95,6.050000000000001
65,57,69,6.047727272727273,6.093181818181818,0.04545454545454497,70,6.050000000000001,6.1000000000000005
66,61,64,6.0681818181818175,6.111363636363636,0.043181818181818876,65,6.050000000000001,6.1000000000000005
67,64,67,6.163636363636363,6.245454545454545,0.08181818181818201,65,6.15,6.25
68,50,66,6.290909090909091,6.736363636363636,0.4454545454545453,65,6.300000000000001,6.75
69,65,82,6.290909090909091,6.9795454545454545,0.6886363636363635,80,6.300000000000001,7
70,62,85,6.3977272727272725,6.538636363636363,0.14090909090909065,85,6.4,6.550000000000001
71,60,76,6.5227272727272725,6.656818181818181,0.13409090909090882,75,6.5,6.65
72,58,81,6.636363636363636,6.747727272727272,0.11136363636363633,80,6.65,6.75
73,57,79,6.75,6.868181818181818,0.11818181818181817,80,6.75,6.8500000000000005
74,55,73,6.861363636363636,6.995454545454545,0.13409090909090882,75,6.8500000000000005,7
75,53,72,6.977272727272727,7.136363636363636,0.15909090909090917,70,7,7.15
76,52,63,7.090909090909091,7.29090909090909,0.1999999999999993,65,7.1000000000000005,7.300000000000001
77,50,61,7.218181818181818,7.334090909090909,0.11590909090909118,60,7.2,7.3500000000000005
78,53,63,7.3590909090909085,7.493181818181818,0.1340909090909097,65,7.3500000000000005,7.5
79,52,53,7.461363636363636,7.5681818181818175,0.10681818181818148,55,7.45,7.550000000000001
80,50,61,7.5681818181818175,7.66590909090909,0.09772727272727266,60,7.550000000000001,7.65
81,58,67,7.706818181818181,7.788636363636363,0.08181818181818201,65,7.7,7.800000000000001
82,55,55,7.8136363636363635,7.927272727272727,0.11363636363636331,55,7.800000000000001,7.95
83,50,61,7.9431818181818175,8.047727272727272,0.1045454545454545,60,7.95,8.05
84,62,73,7.952272727272727,7.988636363636363,0.036363636363636154,75,7.95,8
85,55,49,8.104545454545454,8.177272727272728,0.07272727272727408,50,8.1,8.200000000000001
86,67,73,8.2,8.23409090909091,0.03409090909091006,75,8.200000000000001,8.25
87,58,61,8.206818181818182,8.288636363636364,0.08181818181818201,60,8.200000000000001,8.3
88,55,44,8.354545454545454,8.429545454545455,0.07500000000000107,45,8.35,8.450000000000001
89,70,74,8.436363636363636,8.477272727272727,0.040909090909091006,75,8.450000000000001,8.5
90,50,58,8.454545454545453,8.565909090909091,0.11136363636363811,60,8.450000000000001,8.55
91,55,40,8.613636363636363,8.677272727272728,0.06363636363636438,40,8.6,8.700000000000001
92,74,70,8.690909090909091,8.727272727272727,0.036363636363635266,70,8.700000000000001,8.75
93,58,57,8.704545454545453,8.76590909090909,0.0613636363636374,55,8.700000000000001,8.75
94,73,73,8.745454545454544,8.813636363636363,0.06818181818181834,75,8.75,8.8
95,74,77,8.815909090909091,9.120454545454544,0.3045454545454529,75,8.8,9.1
96,55,52,8.822727272727272,8.909090909090908,0.08636363636363598,50,8.8,8.9
97,50,60,8.936363636363636,9.075,0.13863636363636367,60,8.950000000000001,9.05
98,55,58,9.075,9.172727272727272,0.09772727272727266,60,9.05,9.15
99,57,65,9.184090909090909,9.309090909090909,0.125,65,9.200000000000001,9.3
100,55,60,9.31590909090909,9.415909090909091,0.10000000000000142,60,9.3,9.4
101,62,78,9.443181818181818,9.479545454545454,0.036363636363635266,80,9.450000000000001,9.5
102,50,60,9.443181818181818,9.563636363636363,0.12045454545454426,60,9.450000000000001,9.55
103,55,59,9.586363636363636,9.672727272727272,0.08636363636363598,60,9.600000000000001,9.65
104,57,69,9.69090909090909,9.795454545454545,0.10454545454545539,70,9.700000000000001,9.8
105,65,90,9.697727272727272,9.74090909090909,0.04318181818181799,90,9.700000000000001,9.75
106,53,59,9.818181818181818,9.915909090909091,0.09772727272727266,60,9.8,9.9
107,50,69,9.924999999999999,10.038636363636364,0.11363636363636509,70,9.9,10.05
108,69,86,9.927272727272726,9.975,0.04772727272727373,85,9.950000000000001,9.950000000000001
109,53,57,10.068181818181818,10.122727272727273,0.054545454545454675,55,10.05,10.100000000000001
110,57,66,10.145454545454545,10.247727272727273,0.1022727272727284,65,10.15,10.25
111,74,81,10.174999999999999,10.227272727272727,0.05227272727272769,80,10.15,10.25
112,73,85,10.225,10.334090909090909,0.10909090909090935,85,10.200000000000001,10.350000000000001
113,53,72,10.23409090909091,10.375,0.14090909090909065,70,10.25,10.4
114,74,86,10.309090909090909,10.556818181818182,0.24772727272727302,85,10.3,10.55
115,50,69,10.370454545454544,10.504545454545454,0.1340909090909097,70,10.350000000000001,10.5
116,53,76,10.5,10.597727272727273,0.09772727272727266,75,10.5,10.600000000000001
117,55,84,10.60909090909091,10.73181818181818,0.12272727272727124,85,10.600000000000001,10.75
118,52,78,10.718181818181817,10.836363636363636,0.11818181818181905,80,10.700000000000001,10.850000000000001
119,50,69,10.836363636363636,10.98181818181818,0.14545454545454461,70,10.850000000000001,11
120,67,90,10.881818181818181,10.945454545454545,0.06363636363636438,90,10.9,10.950000000000001
121,52,62,10.986363636363636,11.1,0.11363636363636331,60,11,11.100000000000001
122,73,97,11.10909090909091,11.168181818181818,0.05909090909090864,95,11.100000000000001,11.15
123,55,69,11.111363636363636,11.25,0.13863636363636367,70,11.100000000000001,11.25
124,52,64,11.252272727272727,11.386363636363637,0.1340909090909097,65,11.25,11.4
125,76,99,11.36590909090909,11.429545454545455,0.06363636363636438,100,11.350000000000001,11.450000000000001
126,49,67,11.384090909090908,11.524999999999999,0.14090909090909065,65,11.4,11.5
127,52,68,11.531818181818181,11.620454545454544,0.08863636363636296,70,11.55,11.600000000000001
128,73,94,11.618181818181817,11.677272727272726,0.05909090909090864,95,11.600000000000001,11.700000000000001
129,55,68,11.631818181818181,11.781818181818181,0.15000000000000036,70,11.65,11.8
130,52,66,11.770454545454545,11.863636363636363,0.0931818181818187,65,11.75,11.850000000000001
131,69,83,11.868181818181817,11.924999999999999,0.05681818181818166,85,11.850000000000001,11.9
132,49,65,11.870454545454544,12.020454545454545,0.15000000000000036,65,11.850000000000001,12
133,52,61,12.020454545454545,12.10909090909091,0.08863636363636473,60,12,12.100000000000001
134,74,85,12.10681818181818,12.424999999999999,0.31818181818181834,85,12.100000000000001,12.4
135,53,69,12.122727272727273,12.288636363636362,0.16590909090908923,70,12.100000000000001,12.3
136,50,64,12.25,12.424999999999999,0.17499999999999893,65,12.25,12.4
137,52,69,12.386363636363635,12.534090909090908,0.14772727272727337,70,12.4,12.55
138,72,81,12.386363636363635,12.536363636363635,0.15000000000000036,80,12.4,12.55
139,53,67,12.504545454545454,12.649999999999999,0.14545454545454461,65,12.5,12.65
140,70,79,12.504545454545454,12.659090909090908,0.15454545454545432,80,12.5,12.65
141,69,84,12.620454545454544,12.73409090909091,0.11363636363636509,85,12.600000000000001,12.75
142,55,70,12.629545454545454,12.725,0.09545454545454568,70,12.65,12.700000000000001
143,67,87,12.73409090909091,12.877272727272727,0.14318181818181763,85,12.75,12.9
144,57,72,12.74090909090909,12.868181818181817,0.12727272727272698,70,12.75,12.850000000000001
145,65,85,12.845454545454546,12.970454545454546,0.125,85,12.850000000000001,12.950000000000001
146,59,70,12.861363636363636,12.979545454545454,0.11818181818181728,70,12.850000000000001,13
147,64,81,12.954545454545453,13.063636363636363,0.10909090909090935,80,12.950000000000001,13.05
148,61,64,12.984090909090908,13.072727272727272,0.08863636363636473,65,13,13.05
149,65,91,13.077272727272726,13.127272727272727,0.05000000000000071,90,13.100000000000001,13.15
150,62,71,13.097727272727273,13.220454545454546,0.12272727272727302,70,13.100000000000001,13.200000000000001
151,60,69,13.227272727272727,13.368181818181817,0.14090909090909065,70,13.25,13.350000000000001
152,69,94,13.35681818181818,13.686363636363636,0.32954545454545503,95,13.350000000000001,13.700000000000001
153,59,68,13.359090909090908,13.484090909090908,0.125,70,13.350000000000001,13.5
154,57,70,13.488636363636363,13.620454545454544,0.13181818181818095,70,13.5,13.600000000000001
155,59,73,13.613636363636363,13.706818181818182,0.0931818181818187,75,13.600000000000001,13.700000000000001
156,67,80,13.713636363636363,13.868181818181817,0.15454545454545432,80,13.700000000000001,13.850000000000001
157,60,68,13.718181818181817,13.859090909090908,0.14090909090909065,70,13.700000000000001,13.850000000000001
158,69,82,13.836363636363636,13.988636363636363,0.15227272727272734,80,13.850000000000001,14
159,59,71,13.845454545454544,14.006818181818181,0.16136363636363704,70,13.850000000000001,14
160,57,75,13.95,14.029545454545454,0.07954545454545503,75,13.950000000000001,14.05
161,71,87,13.952272727272726,14.047727272727272,0.09545454545454568,85,13.950000000000001,14.05
162,55,72,14.052272727272726,14.193181818181818,0.14090909090909243,70,14.05,14.200000000000001
163,72,93,14.06590909090909,14.206818181818182,0.14090909090909243,95,14.05,14.200000000000001
164,53,72,14.168181818181818,14.313636363636363,0.14545454545454461,70,14.15,14.3
165,74,92,14.181818181818182,14.34090909090909,0.15909090909090828,90,14.200000000000001,14.350000000000001
166,76,88,14.297727272727272,14.468181818181817,0.17045454545454497,90,14.3,14.450000000000001
167,52,69,14.299999999999999,14.424999999999999,0.125,70,14.3,14.4
168,77,90,14.406818181818181,14.534090909090908,0.12727272727272698,90,14.4,14.55
